Date,Headline,URL
2021-03-01,Watchdog criticises how UK government appointed Covid ‘tsars’  ,https://www.theguardian.com/politics/2021/mar/01/watchdog-criticises-how-uk-government-appointed-covid-tsars
2021-02-28,Government seeks to retain lockdown limits on protests,https://www.theguardian.com/politics/2021/feb/28/government-seeks-to-retain-lockdown-limits-on-protests
2021-02-28,Labour unveils plan for young people sacked after Covid furlough ,https://www.theguardian.com/politics/2021/feb/28/labour-unveils-plan-for-young-people-sacked-after-covid-furlough
2021-02-27,Boris Johnson’s poll lead over Labour boosted by Covid vaccine rollout ,https://www.theguardian.com/politics/2021/feb/27/johnsons-poll-lead-over-labour-boosted-by-covid-vaccine-rollout
2021-02-26,UK Covid: Van-Tam tells public 'do not wreck' progress - as it happened,https://www.theguardian.com/politics/live/2021/feb/26/uk-covid-live-news-coronavirus-vaccine-boris-johnson-latest-updates
2021-02-26,'Do not wreck this now': Van-Tam warns against giving up on Covid rules,https://www.theguardian.com/politics/2021/feb/26/do-not-wreck-this-now-van-tam-warns-against-giving-up-on-covid-rules
2021-02-26,Salmond accuses Sturgeon of using Covid briefing to 'effectively question jury result' – as it happened,https://www.theguardian.com/politics/live/2021/feb/26/alex-salmond-hearing-snp-nicola-sturgeon-inquiry-live-news-updates
2021-02-26,Experts criticise Boris Johnson for putting dates in Covid roadmap,https://www.theguardian.com/politics/2021/feb/26/experts-criticise-boris-johnson-putting-dates-covid-roadmap
2021-02-26,Blair says collaboration on Covid could have cut three months off crisis,https://www.theguardian.com/politics/2021/feb/26/blair-says-collaboration-on-covid-could-have-cut-three-months-off-crisis
2021-02-25,UK Covid: alert level drops from 5 down to 4 as threat of NHS being overwhelmed reduces – as it happened,https://www.theguardian.com/politics/live/2021/feb/25/uk-covid-live-news-pm-should-drop-extravagant-spending-promises-due-to-pandemic-says-former-tory-chancellor
2021-02-24,UK Covid: Williamson hopes children will get 'time in schools' this summer - as it happened,https://www.theguardian.com/politics/live/2021/feb/24/uk-covid-live-coronavirus-williamson-english-school-day-holidays-pmqs-latest-updates
2021-02-24,"Boris Johnson 'a liar' who will blame Brexit costs on Covid, says diplomat",https://www.theguardian.com/politics/2021/feb/24/boris-johnson-a-liar-who-will-seek-to-blame-brexit-costs-on-covid-says-diplomat
2021-02-22,Boris Johnson says more deaths inevitable whenever lockdown lifts as he sets out roadmap for England – as it happened,https://www.theguardian.com/politics/live/2021/feb/22/uk-covid-live-lockdown-schools-vaccines-boris-johnson
2021-02-22,Demand from Tory MPs to scrap Covid rules 'could bring huge death toll',https://www.theguardian.com/world/2021/feb/22/relaxing-covid-rules-too-early-likely-to-bring-huge-death-toll-scientists-say
2021-02-22,Covid-19 lockdown easing in England: key dates and phases in the roadmap,https://www.theguardian.com/politics/2021/feb/21/lockdown-easing-in-england-key-dates-and-phases-in-the-roadmap
2021-02-21,What must Boris Johnson consider before easing Covid lockdown?,https://www.theguardian.com/world/2021/feb/21/what-must-boris-johnson-consider-before-easing-covid-lockdown
2021-02-21,Labour urges Rishi Sunak to extend Covid self-isolation payments,https://www.theguardian.com/politics/2021/feb/21/labour-urges-rishi-sunak-extend-covid-self-isolation-payment-anneliese-dodds
2021-02-21,Virtual Lords could be here to stay after Covid – but will MPs follow?,https://www.theguardian.com/politics/2021/feb/21/hybrid-houses-could-the-uk-parliament-remain-partly-virtual
2021-02-20,UK government under growing pressure over Covid procurement,https://www.theguardian.com/politics/2021/feb/20/uk-government-under-growing-pressure-over-covid-procurement
2021-02-19,UK coronavirus: unions call for phased school return; 1 in 115 people in England had Covid last week - as it happened,https://www.theguardian.com/politics/live/2021/feb/19/uk-covid-live-boris-johnson-vaccine-g7-meeting-coronavirus-latest-updates
2021-02-19,Matt Hancock acted unlawfully by failing to publish Covid contracts,https://www.theguardian.com/society/2021/feb/19/matt-hancock-acted-unlawfully-failing-publish-covid-contracts-high-court
2021-02-19,'Data not dates': expert views on how to lift England's Covid lockdown,https://www.theguardian.com/politics/2021/feb/19/data-not-dates-expert-views-on-how-to-lift-englands-covid-lockdown
2021-02-18,Keir Starmer's Covid recovery bonds could be more than a gimmick,https://www.theguardian.com/business/nils-pratley-on-finance/2021/feb/18/keir-starmers-covid-recovery-bonds-could-be-more-than-a-gimmick
2021-02-18,UK Covid: Northern Ireland extends lockdown until 1 April; 454 further deaths reported – as it happened,https://www.theguardian.com/politics/live/2021/feb/18/uk-covid-live-britain-hard-hit-by-coronavirus-due-to-years-of-tory-rule-starmer-to-say
2021-02-18,Keir Starmer's post-Covid plan for Britain – the key points,https://www.theguardian.com/politics/2021/feb/18/keir-starmer-post-covid-plan-for-britain-key-points
2021-02-17,"Covid hit UK hard because of years of Conservative rule, Keir Starmer to say",https://www.theguardian.com/politics/2021/feb/17/covid-hit-uk-hard-because-of-years-of-conservative-rule-keir-starmer-to-say
2021-02-17,Air systems in some UK quarantine hotels 'risk spreading Covid' ,https://www.theguardian.com/politics/2021/feb/17/air-systems-in-some-uk-quarantine-hotels-risk-spreading-covid
2021-02-17,"UK Covid: England lockdown to be eased in stages, says PM, amid reports of nationwide mass testing - as it happened",https://www.theguardian.com/politics/live/2021/feb/17/uk-covid-nationwide-rapid-testing-lockdown-coronavirus-latest-update
2021-02-17,Dominic Raab calls for ceasefires to enable Covid vaccinations,https://www.theguardian.com/politics/2021/feb/17/dominic-raab-calls-for-ceasefires-to-enable-covid-vaccinations
2021-02-16,Home Office ignored Covid advice not to put asylum seekers in barracks ,https://www.theguardian.com/politics/2021/feb/16/home-office-were-advised-not-to-house-asylum-seekers-in-napier-barracks
2021-02-16,"UK Covid: 799 more deaths and 10,625 new cases reported; Scottish schools in phased return from Monday – as it happened",https://www.theguardian.com/politics/live/2021/feb/16/uk-covid-live-coronavirus-sturgeon-return-scottish-schools-latest-updates
2021-02-15,Covid contracts: why are courts needed for public to get answers?,https://www.theguardian.com/politics/2021/feb/15/covid-contracts-courts-public-get-answers-dominic-cummings
2021-02-15,England's route out of Covid lockdown taking shape but timings unclear ,https://www.theguardian.com/politics/2021/feb/15/englands-route-out-of-covid-lockdown-taking-shape-but-timings-unclear
2021-02-12,UK Covid: R value below 1 for first time since July as number receiving first vaccine dose passes 14m – as it happened,https://www.theguardian.com/politics/live/2021/feb/12/uk-covid-live-quarantine-vaccine-coronavirus-latest-updates
2021-02-12,"England's current lockdown could be the last, says Neil Ferguson",https://www.theguardian.com/politics/2021/feb/12/englands-current-lockdown-could-be-the-last-says-neil-ferguson
2021-02-11,UK Covid: Keir Starmer and Nicola Sturgeon criticise government over 'too leaky' borders - as it happened,https://www.theguardian.com/politics/live/2021/feb/11/uk-covid-news-updates-vaccine-variant-coronavirus
2021-02-10,UK Covid: Boris Johnson says 'great strides' made with vaccinations but many are yet to be reached – as it happened,https://www.theguardian.com/politics/live/2021/feb/10/uk-covid-news-shapps-summer-holidays-abroad-travel-coronavirus-vaccine-live-latest-updates
2021-02-10,From Covid to Cuba: the growing list of Tory cronyism rows,https://www.theguardian.com/politics/2021/feb/10/from-covid-to-cuba-growing-list-of-tory-cronyism-rows
2021-02-09,Thinktank critical of NHS Covid response has links to Hancock,https://www.theguardian.com/politics/2021/feb/09/thinktank-critical-of-nhs-covid-response-has-links-to-hancock
2021-02-08,UK Covid: over-70s in England urged to contact NHS if they have not received vaccine offer yet – as it happened,https://www.theguardian.com/world/live/2021/feb/08/uk-covid-live-oxford-vaccine-south-african-variant-coronavirus-latest-updates
2021-02-05,Dominic Cummings: Durham police reject dossier of evidence on lockdown journeys,https://www.theguardian.com/politics/2021/feb/05/dominic-cummings-durham-police-reject-dossier-of-evidence-on-lockdown-journeys
2021-02-04,UK Covid live: positive cases in England fall by 29% in a week – as it happened,https://www.theguardian.com/politics/live/2021/feb/04/uk-covid-live-matt-hancock-to-make-hotel-quarantine-announcement-today-says-pm
2021-02-03,"UK Covid: all four nations past peak of current wave, says Whitty, as 10m in Britain vaccinated - as it happened",https://www.theguardian.com/politics/live/2021/feb/03/uk-covid-live-coronavirus-hancock-england-hotel-quarantine-plans-arrivals-coronavirus-vaccine-brexit-latest-updates
2021-02-02,UK Covid: single AstraZeneca jab 'could cut transmission by 67%'; Captain Tom Moore dies – as it happened,https://www.theguardian.com/politics/live/2021/feb/02/uk-covid-live-news-coronavirus-labour-leaked-sage-south-africa-variant-boris-johnson-matt-hancock-latest-updates
2021-02-01,UK Covid: Hancock says 'we need to come down hard' on South African variant after 105 cases identified - as it happened,https://www.theguardian.com/politics/live/2021/feb/01/uk-covid-coronavirus-lastest-news-minister-says-some-staff-still-waiting-for-vaccine-as-care-home-residents-in-england-get-first-jab
2021-02-01,UK Covid: Hancock says 'we need to come down hard' on South African variant after 105 cases identified - as it happened,https://www.theguardian.com/politics/live/2021/feb/01/uk-covid-coronavirus-lastest-news-minister-says-some-staff-still-waiting-for-vaccine-as-care-home-residents-in-england-get-first-jab
2021-01-29,"UK coronavirus: Britain reports 29,079 new cases; Boris Johnson hails vaccine successes - as it happened",https://www.theguardian.com/politics/live/2021/jan/29/covid-live-uk-new-novavax-vaccine-coronavirus-latest-updates
2021-01-28,UK Covid: No 10 not ruling out sending vaccines to EU; case rates fall further in England - as it happened,https://www.theguardian.com/politics/live/2021/jan/28/uk-covid-live-coronavirus-boris-johnson-scotland-nicola-sturgeon-vaccine-travel-quarantine-latest-updates
2021-01-28,Doctors call for better targeting of Covid vaccinations in UK,https://www.theguardian.com/world/2021/jan/27/doctors-call-better-targeting-covid-vaccinations-uk
2021-01-27,"UK Covid: PM warns 8 March is earliest England's schools can go back, if it will not cause 'surge in disease' – as it happened",https://www.theguardian.com/politics/live/2021/jan/27/uk-covid-live-boris-johnson-lives-lost-coronavirus-deaths-labour-latest-updates
2021-01-27,Key questions PM must answer on his handling of Covid crisis,https://www.theguardian.com/world/2021/jan/27/key-questions-pm-must-answer-on-his-handling-of-covid-crisis
2021-01-27,"PM too slow to act throughout Covid pandemic, says Starmer",https://www.theguardian.com/world/2021/jan/27/pm-too-slow-to-act-throughout-covid-pandemic-says-starmer
2021-01-26,"UK Covid: Johnson 'sorry for every life lost' and takes 'full responsibility' as death toll passes 100,000 – as it happened",https://www.theguardian.com/politics/live/2021/jan/26/uk-covid-live-vaccine-supply-eu-export-threat-boris-johnson-coronavirus-latest-updates
2021-01-25,Boris Johnson’s lockdown slip-up contradicts the official line,https://www.theguardian.com/politics/2021/jan/25/boris-johnsons-lockdown-slip-up-contradicts-the-official-line
2021-01-25,Coronavirus vaccine: councils to get £23m to encourage high-risk groups to have jab,https://www.theguardian.com/politics/2021/jan/25/councils-to-get-23m-to-encourage-high-risk-groups-to-have-jab
2021-01-25,Uncertainty over 12-week Covid jab interval intensifies as UK rollout expands,https://www.theguardian.com/politics/2021/jan/25/uncertainty-over-12-week-covid-jab-interval-intensifies-as-uk-rollout-expands
2021-01-24,UK vaccine adviser says delay of Covid second dose will save lives,https://www.theguardian.com/world/2021/jan/24/uk-vaccine-adviser-says-delay-of-covid-second-dose-will-save-lives
2021-01-23,Welsh Tory leader quits after drinking during Covid alcohol ban,https://www.theguardian.com/politics/2021/jan/23/welsh-tory-leader-paul-davies-resigns-drinking-during-alcohol-ban
2021-01-22,Ministers consider paying £500 to everyone with Covid in England,https://www.theguardian.com/world/2021/jan/21/ministers-ponder-paying-500-to-all-with-covid-in-england
2021-01-21,"UK Covid: Priti Patel announces £800 house party fine; 1,290 further Covid-related deaths reported - as it happened",https://www.theguardian.com/politics/live/2021/jan/21/uk-covid-live-coronavirus-gavin-williamson-vaccination-nhs-matt-hancock-downing-street-latest-news-updates
2021-01-21,4.6m people in UK given Covid vaccine amid pressures for tougher lockdown,https://www.theguardian.com/politics/2021/jan/21/46m-people-uk-covid-vaccine-pressures-tougher-lockdown
2021-01-21,Firm linked to Tory donor Lord Ashcroft wins £350m Covid contract,https://www.theguardian.com/politics/2021/jan/21/firm-linked-to-tory-donor-lord-ashcroft-wins-350m-covid-contract
2021-01-20,"UK Covid: 1,820 deaths reported in new record high alongside 38,905 new cases – as it happened",https://www.theguardian.com/politics/live/2021/jan/20/uk-coronavirus-live-priti-patel-calls-for-vaccine-priority-list-to-be-changed-so-police-get-priority
2021-01-20,MPs demand answers over lack of Covid support for self-employed,https://www.theguardian.com/politics/2021/jan/20/mps-demand-answers-over-lack-of-covid-support-for-self-employed
2021-01-19,UK proves world-beating at Covid deaths and prioritising profit | John Crace,https://www.theguardian.com/politics/2021/jan/19/uk-proves-world-beating-at-covid-deaths-and-prioritising-profit
2021-01-19,"UK coronavirus: 1,610 Covid-related deaths reported in new daily high - as it happened",https://www.theguardian.com/politics/live/2021/jan/19/uk-covid-live-coronavirus-death-rate--worst-world-vaccine-updates-news
2021-01-18,PM tells business chiefs Covid jab is UK's best way out of recession,https://www.theguardian.com/politics/2021/jan/18/pm-tells-business-chiefs-covid-jab-is-uks-best-way-out-of-recession
2021-01-18,UK Covid: Matt Hancock says more than 4m people have now had first dose of vaccine — as it happened,https://www.theguardian.com/politics/live/2021/jan/18/uk-covid-live-coronavirus-vaccine-boris-johnson-keir-starmer-universal-credit-latest-news-updates
2021-01-17,Care homes can’t cope with Covid patients | Letter,https://www.theguardian.com/politics/2021/jan/17/care-homes-cant-cope-with-covid-patients
2021-01-17,"Make May elections in England more Covid-safe, Labour urges",https://www.theguardian.com/world/2021/jan/17/labour-calls-for-more-covid-safeguards-in-england-may-elections
2021-01-17,Media’s libertarian Covid sceptics under fire from senior Tory,https://www.theguardian.com/politics/2021/jan/17/medias-libertarian-covid-sceptics-under-fire-from-senior-tory
2021-01-16,Firms accused of putting workers’ lives at risk by bending lockdown trading rules,https://www.theguardian.com/politics/2021/jan/16/bosses-accused-putting-workers-lives-risk-bending-lockdown-trading-rules
2021-01-16,"Close coffee shops and nurseries during lockdown, voters say in new poll",https://www.theguardian.com/politics/2021/jan/16/close-coffee-shops-and-nurseries-during-lockdown-voters-say-in-new-poll
2021-01-15,UK Covid: Boris Johnson says all travellers to UK must show negative coronavirus test from Monday - as it happened,https://www.theguardian.com/politics/live/2021/jan/15/uk-covid-coronavirus-live-news-updates-boris-johnson-vaccines-schools
2021-01-15,Migrant healthcare workers on Covid frontline angry about deportation risk,https://www.theguardian.com/politics/2021/jan/15/migrant-healthcare-workers-on-covid-frontline-angry-about-deportation-risk
2021-01-14,UK to ban travellers from South America and Portugal from Friday,https://www.theguardian.com/world/2021/jan/14/covid-england-bans-travellers-from-south-america-and-portugal-from-friday
2021-01-14,Boris Johnson could face Tory challenge if lockdown lasts through spring,https://www.theguardian.com/politics/2021/jan/14/boris-johnson-could-face-tory-challenge-if-lockdown-lasts-through-spring
2021-01-14,UK Covid: arrivals from South America and Portugal banned from Friday over Brazilian variant concerns – as it happened,https://www.theguardian.com/politics/live/2021/jan/14/uk-covid-live-daily-death-figures-levels-vallance-coronavirus-vaccine-lockdown-latest-updates
2021-01-14,Plan to discharge Covid patients to care homes in England is 'madness',https://www.theguardian.com/politics/2021/jan/14/plan-to-discharge-covid-patients-to-care-homes-in-england-is-madness
2021-01-13,"UK Covid: record 1,564 deaths reported to take toll past 100,000; PM 'concerned' about Brazilian variant – as it happened",https://www.theguardian.com/politics/live/2021/jan/13/uk-coronavirus-live-hospital-admissions-covid-boris-johnson-latest-updates
2021-01-11,Did Boris Johnson’s bike ride bend the lockdown exercise rules?,https://www.theguardian.com/politics/2021/jan/11/qa-did-boris-johnsons-bike-ride-bend-the-lockdown-exercise-rules
2021-01-11,"Make further Covid curbs in next 24 hours to halt spread, says Keir Starmer",https://www.theguardian.com/politics/2021/jan/11/make-further-covid-curbs-in-next-24-hours-to-halt-spread-says-keir-starmer
2021-01-11,Calls to escalate English lockdown amid fears one in five may have had Covid,https://www.theguardian.com/politics/2021/jan/11/calls-to-escalate-english-lockdown-amid-fears-one-in-five-may-have-had-covid
2021-01-10,Labour calls for more help for working parents in England lockdown,https://www.theguardian.com/politics/2021/jan/10/labour-asks-for-more-help-for-working-parents-in-england-lockdown
2021-01-10,HMRC to waive fines for taxpayers who file late returns due to Covid,https://www.theguardian.com/politics/2021/jan/10/hmrc-wave-fines-taxpayers-file-late-returns-due-covid
2021-01-09,May elections to go ahead in UK despite coronavirus concerns,https://www.theguardian.com/politics/2021/jan/09/may-elections-to-go-ahead-in-uk-despite-coronavirus-concerns
2021-01-07,UK coronavirus: hospital numbers in east and south-east England more than double first wave peak – as it happened,https://www.theguardian.com/politics/live/2021/jan/07/coronavirus-boris-johnson-latest-updates-covid-donald-trump-live
2021-01-07,Labour MP Jo Stevens thanks 'exceptional' NHS staff for Covid care,https://www.theguardian.com/politics/2021/jan/07/labour-mp-jo-stevens-thanks-exceptional-nhs-staff-covid-care-coronavirus
2021-01-06,UK coronavirus live: MPs pass new lockdown laws by 524-16 as daily death toll hits second wave high – as it happened,https://www.theguardian.com/politics/live/2021/jan/06/uk-covid-live-boris-johnson-parliament-vote-new-lockdown-latest-updates
2021-01-06,How did your MP vote on the coronavirus lockdown regulations?,https://www.theguardian.com/politics/ng-interactive/2021/jan/06/how-did-your-mp-vote-on-the-coronavirus-lockdown-regulations
2021-01-06,Johnson: no Covid vaccine in Scotland if it were up to SNP,https://www.theguardian.com/politics/2021/jan/06/johnson-no-covid-vaccine-in-scotland-if-snp-had-its-way
2021-01-06,Hauliers in the UK: how have you been affected by Brexit and coronavirus?,https://www.theguardian.com/politics/2021/jan/06/hauliers-in-the-uk-how-have-you-been-impacted-by-brexit-and-coronavirus
2021-01-05,Former Labour chair criticised for raising doubts over Covid vaccine,https://www.theguardian.com/politics/2021/jan/05/former-labour-chair-ian-lavery-criticised-for-raising-doubts-over-covid-vaccine
2021-01-05,"UK coronavirus: more than 1m in England infected as UK daily positive tests hit record 60,916 - as it happened",https://www.theguardian.com/politics/live/2021/jan/05/covid-uk-coronavirus-live-news-updates-lockdown-boris-johnson
2021-01-04,UK Covid: Boris Johnson tells people to stay at home as England enters third national lockdown — as it happened,https://www.theguardian.com/politics/live/2021/jan/04/uk-coronavirus-live-matt-hancock-south-african-covid-variant-lockdown-schools-latest-updates
2021-01-04,Government's Covid missteps continue to baffle Tory MPs,https://www.theguardian.com/politics/2021/jan/04/government-covid-missteps-continue-baffle-tory-mps
2021-01-03,Jo Stevens: outpouring of support for MP in hospital with Covid,https://www.theguardian.com/world/2021/jan/03/jo-stevens-outpouring-of-support-for-mp-in-hospital-with-covid
2021-01-03,"Coronavirus restrictions 'probably about to get tougher', says Boris Johnson",https://www.theguardian.com/politics/2021/jan/03/coronavirus-restrictions-probably-about-to-get-tougher-says-boris-johnson
2020-12-23,"More data needed before giving just one vaccine dose, says Covid adviser",https://www.theguardian.com/world/2020/dec/23/more-data-needed-before-second-vaccine-dose-diverted-to-first-timers-says-covid-adviser
2020-12-23,Scrutiny slippage? Johnson's own MPs blench at lack of vote on tier 4 Covid rules,https://www.theguardian.com/politics/2020/dec/23/scrutiny-slippage-johnsons-own-mps-blench-at-lack-of-vote-on-tier-4-covid-rules
2020-12-23,'No excuses': Nicola Sturgeon apologises for breaching Covid rules,https://www.theguardian.com/politics/2020/dec/23/no-excuses-nicola-sturgeon-apologises-for-breaching-covid-rules
2020-12-22,Nicola Sturgeon apologises for Covid rule breach at funeral,https://www.theguardian.com/politics/2020/dec/22/nicola-sturgeon-apologises-for-covid-rule-breach-at-funeral
2020-12-22,Covid exposes the folly of Britain standing alone  | Letters,https://www.theguardian.com/politics/2020/dec/22/covid-exposes-the-folly-of-britain-standing-alone
2020-12-21,Calls for national lockdown in England to curb spread of new Covid strain,https://www.theguardian.com/politics/2020/dec/21/calls-for-national-lockdown-in-england-to-curb-spread-of-new-covid-strain
