date,areaName,areaCode,newCasesByPublishDate,cumCasesByPublishDate,newDeathsByDeathDate,cumDeathsByDeathDate
25/03/2021,England,E92000001,5286,3778510,52,140904
24/03/2021,England,E92000001,4615,3773224,77,140852
23/03/2021,England,E92000001,4583,3768609,123,140775
22/03/2021,England,E92000001,4746,3764026,150,140652
21/03/2021,England,E92000001,4459,3759280,143,140502
20/03/2021,England,E92000001,4732,3754821,143,140359
19/03/2021,England,E92000001,3809,3750089,168,140216
18/03/2021,England,E92000001,5213,3746280,192,140048
17/03/2021,England,E92000001,4827,3741067,209,139856
16/03/2021,England,E92000001,4391,3736240,246,139647
15/03/2021,England,E92000001,4264,3731849,279,139401
14/03/2021,England,E92000001,3774,3727585,226,139122
13/03/2021,England,E92000001,4539,3723811,261,138896
12/03/2021,England,E92000001,5529,3719272,257,138635
11/03/2021,England,E92000001,5744,3713743,322,138378
10/03/2021,England,E92000001,4863,3707999,299,138056
09/03/2021,England,E92000001,4894,3703136,310,137757
08/03/2021,England,E92000001,3903,3698242,344,137447
07/03/2021,England,E92000001,4497,3694339,327,137103
06/03/2021,England,E92000001,5118,3689842,312,136776
05/03/2021,England,E92000001,5053,3684724,337,136464
04/03/2021,England,E92000001,5643,3679671,357,136127
03/03/2021,England,E92000001,5408,3674028,330,135770
02/03/2021,England,E92000001,5530,3668620,366,135440
01/03/2021,England,E92000001,4738,3663090,420,135074
28/02/2021,England,E92000001,5080,3658352,396,134654
27/02/2021,England,E92000001,6527,3653272,400,134258
26/02/2021,England,E92000001,7393,3646745,406,133858
25/02/2021,England,E92000001,8623,3639352,471,133452
24/02/2021,England,E92000001,8644,3630729,466,132981
23/02/2021,England,E92000001,7292,3622085,501,132515
22/02/2021,England,E92000001,9420,3614793,485,132014
21/02/2021,England,E92000001,8408,3605373,501,131529
20/02/2021,England,E92000001,8964,3596965,536,131028
19/02/2021,England,E92000001,10296,3588001,562,130492
18/02/2021,England,E92000001,10740,3577705,609,129930
17/02/2021,England,E92000001,10926,3566965,604,129321
16/02/2021,England,E92000001,9236,3556039,675,128717
15/02/2021,England,E92000001,8609,3546803,714,128042
14/02/2021,England,E92000001,9499,3538194,670,127328
13/02/2021,England,E92000001,11697,3528695,653,126658
12/02/2021,England,E92000001,13299,3516998,673,126005
11/02/2021,England,E92000001,12001,3503699,734,125332
10/02/2021,England,E92000001,11551,3491698,765,124598
09/02/2021,England,E92000001,10916,3480147,773,123833
08/02/2021,England,E92000001,12270,3469231,833,123060
07/02/2021,England,E92000001,14466,3456961,804,122227
06/02/2021,England,E92000001,16302,3442495,790,121423
05/02/2021,England,E92000001,17314,3426193,887,120633
04/02/2021,England,E92000001,18529,3408879,857,119746
03/02/2021,England,E92000001,17265,3390350,988,118889
02/02/2021,England,E92000001,15021,3373085,953,117901
01/02/2021,England,E92000001,16815,3358064,995,116948
31/01/2021,England,E92000001,19054,3341249,989,115953
30/01/2021,England,E92000001,21089,3322195,1006,114964
29/01/2021,England,E92000001,26709,3301106,1118,113958
28/01/2021,England,E92000001,26182,3274397,1211,112840
27/01/2021,England,E92000001,22914,3248215,1204,111629
26/01/2021,England,E92000001,17920,3225301,1144,110425
25/01/2021,England,E92000001,20149,3207381,1252,109281
24/01/2021,England,E92000001,27580,3187232,1191,108029
23/01/2021,England,E92000001,30496,3159652,1236,106838
22/01/2021,England,E92000001,37115,3129156,1284,105602
21/01/2021,England,E92000001,34371,3092041,1290,104318
20/01/2021,England,E92000001,35061,3057670,1351,103028
19/01/2021,England,E92000001,30371,3022609,1444,101677
18/01/2021,England,E92000001,34134,2992238,1338,100233
17/01/2021,England,E92000001,35263,2958104,1320,98895
16/01/2021,England,E92000001,37759,2922841,1322,97575
15/01/2021,England,E92000001,50741,2885082,1245,96253
14/01/2021,England,E92000001,44358,2834341,1219,95008
13/01/2021,England,E92000001,42898,2789983,1244,93789
12/01/2021,England,E92000001,41121,2747085,1238,92545
11/01/2021,England,E92000001,41835,2705964,1151,91307
10/01/2021,England,E92000001,50291,2664129,1127,90156
09/01/2021,England,E92000001,54257,2613838,1062,89029
08/01/2021,England,E92000001,61757,2559581,1031,87967
07/01/2021,England,E92000001,46841,2497824,1029,86936
06/01/2021,England,E92000001,56060,2450983,972,85907
05/01/2021,England,E92000001,54940,2394923,944,84935
04/01/2021,England,E92000001,53180,2339983,899,83991
03/01/2021,England,E92000001,46853,2286803,767,83092
02/01/2021,England,E92000001,49248,2239950,787,82325
01/01/2021,England,E92000001,50746,2190702,764,81538
31/12/2020,England,E92000001,49510,2139956,774,80774
30/12/2020,England,E92000001,43554,2090446,746,80000
29/12/2020,England,E92000001,47164,2046892,701,79254
28/12/2020,England,E92000001,36511,1999728,707,78553
27/12/2020,England,E92000001,25619,1963217,694,77846
26/12/2020,England,E92000001,31307,1937598,689,77152
25/12/2020,England,E92000001,31560,1906291,642,76463
24/12/2020,England,E92000001,35561,1874731,598,75821
23/12/2020,England,E92000001,34247,1839170,614,75223
22/12/2020,England,E92000001,32288,1804923,619,74609
21/12/2020,England,E92000001,28742,1772635,642,73990
20/12/2020,England,E92000001,32155,1743893,537,73348
19/12/2020,England,E92000001,22775,1711738,522,72811
18/12/2020,England,E92000001,24452,1688963,553,72289
17/12/2020,England,E92000001,22401,1664511,558,71736
16/12/2020,England,E92000001,23432,1642110,456,71178
15/12/2020,England,E92000001,16504,1618678,483,70722
14/12/2020,England,E92000001,17882,1602174,515,70239
13/12/2020,England,E92000001,17164,1584292,464,69724
12/12/2020,England,E92000001,17468,1567128,483,69260
11/12/2020,England,E92000001,17899,1549660,501,68777
10/12/2020,England,E92000001,17622,1531761,479,68276
09/12/2020,England,E92000001,12960,1514139,460,67797
08/12/2020,England,E92000001,10459,1501179,471,67337
07/12/2020,England,E92000001,11623,1490720,458,66866
06/12/2020,England,E92000001,14294,1479097,437,66408
05/12/2020,England,E92000001,12666,1464803,430,65971
04/12/2020,England,E92000001,13412,1452137,491,65541
03/12/2020,England,E92000001,11992,1438725,499,65050
02/12/2020,England,E92000001,13323,1426733,426,64551
01/12/2020,England,E92000001,11618,1413410,437,64125
30/11/2020,England,E92000001,10869,1401792,460,63688
29/11/2020,England,E92000001,10054,1390923,471,63228
28/11/2020,England,E92000001,13323,1380869,462,62757
27/11/2020,England,E92000001,13557,1367546,437,62295
26/11/2020,England,E92000001,14637,1355272,448,61858
25/11/2020,England,E92000001,15893,1340635,509,61410
24/11/2020,England,E92000001,9854,1324742,470,60901
23/11/2020,England,E92000001,13329,1314888,471,60431
22/11/2020,England,E92000001,16668,1301559,479,59960
21/11/2020,England,E92000001,17615,1284891,466,59481
20/11/2020,England,E92000001,17845,1267276,464,59015
19/11/2020,England,E92000001,20291,1249431,449,58551
18/11/2020,England,E92000001,17189,1229140,506,58102
17/11/2020,England,E92000001,17549,1211951,437,57596
16/11/2020,England,E92000001,19423,1194402,405,57159
15/11/2020,England,E92000001,21998,1174979,432,56754
14/11/2020,England,E92000001,24298,1152981,424,56322
13/11/2020,England,E92000001,24540,1128683,403,55898
12/11/2020,England,E92000001,30843,1104143,408,55495
11/11/2020,England,E92000001,19970,1073300,370,55087
10/11/2020,England,E92000001,18622,1053330,366,54717
09/11/2020,England,E92000001,19036,1034708,474,54351
08/11/2020,England,E92000001,18293,1015672,393,53877
07/11/2020,England,E92000001,21875,997379,393,53484
06/11/2020,England,E92000001,20268,975504,375,53091
05/11/2020,England,E92000001,21137,955236,368,52716
04/11/2020,England,E92000001,21863,934099,319,52348
03/11/2020,England,E92000001,17330,912236,341,52029
02/11/2020,England,E92000001,15860,894906,322,51688
01/11/2020,England,E92000001,20602,879046,323,51366
31/10/2020,England,E92000001,18864,858444,324,51043
30/10/2020,England,E92000001,20821,839580,330,50719
29/10/2020,England,E92000001,19740,818759,292,50389
28/10/2020,England,E92000001,21245,799019,273,50097
27/10/2020,England,E92000001,19629,777774,262,49824
26/10/2020,England,E92000001,17883,758145,259,49562
25/10/2020,England,E92000001,16487,740262,241,49303
24/10/2020,England,E92000001,19332,723775,224,49062
23/10/2020,England,E92000001,17116,704443,242,48838
22/10/2020,England,E92000001,17354,687327,235,48596
21/10/2020,England,E92000001,22948,669973,247,48361
20/10/2020,England,E92000001,17814,647025,225,48114
19/10/2020,England,E92000001,16365,629211,197,47889
18/10/2020,England,E92000001,14704,612846,150,47692
17/10/2020,England,E92000001,13299,598142,201,47542
16/10/2020,England,E92000001,12176,584843,163,47341
15/10/2020,England,E92000001,16139,572667,160,47178
14/10/2020,England,E92000001,16132,556528,139,47018
13/10/2020,England,E92000001,14310,540396,134,46879
12/10/2020,England,E92000001,11647,526086,131,46745
11/10/2020,England,E92000001,10383,514439,143,46614
10/10/2020,England,E92000001,12628,504056,122,46471
09/10/2020,England,E92000001,10772,491428,110,46349
08/10/2020,England,E92000001,14952,480656,112,46239
07/10/2020,England,E92000001,11528,465704,118,46127
06/10/2020,England,E92000001,12648,454176,105,46009
05/10/2020,England,E92000001,10685,441528,104,45904
04/10/2020,England,E92000001,21309,430843,87,45800
03/10/2020,England,E92000001,10806,409534,104,45713
02/10/2020,England,E92000001,4797,398728,105,45609
01/10/2020,England,E92000001,5589,393931,107,45504
30/09/2020,England,E92000001,5656,388342,95,45397
29/09/2020,England,E92000001,5651,382686,74,45302
28/09/2020,England,E92000001,3316,377035,97,45228
27/09/2020,England,E92000001,4800,373719,94,45131
26/09/2020,England,E92000001,4639,368919,70,45037
25/09/2020,England,E92000001,5723,364280,70,44967
24/09/2020,England,E92000001,5632,358557,73,44897
23/09/2020,England,E92000001,5083,352925,92,44824
22/09/2020,England,E92000001,4187,347842,79,44732
21/09/2020,England,E92000001,3754,343655,68,44653
20/09/2020,England,E92000001,3279,339901,71,44585
19/09/2020,England,E92000001,3638,336622,59,44514
18/09/2020,England,E92000001,3771,332984,66,44455
17/09/2020,England,E92000001,2788,329213,63,44389
16/09/2020,England,E92000001,3396,326425,62,44326
15/09/2020,England,E92000001,2649,323029,70,44264
14/09/2020,England,E92000001,2259,320380,59,44194
13/09/2020,England,E92000001,2837,318121,55,44135
12/09/2020,England,E92000001,3008,315284,57,44080
11/09/2020,England,E92000001,3143,312276,40,44023
10/09/2020,England,E92000001,2578,309133,41,43983
09/09/2020,England,E92000001,2286,306555,51,43942
08/09/2020,England,E92000001,2094,304269,57,43891
07/09/2020,England,E92000001,2528,302175,51,43834
06/09/2020,England,E92000001,2576,299647,52,43783
05/09/2020,England,E92000001,1477,297071,70,43731
04/09/2020,England,E92000001,1669,295594,58,43661
03/09/2020,England,E92000001,1507,293925,51,43603
02/09/2020,England,E92000001,1239,292418,44,43552
01/09/2020,England,E92000001,1041,291179,55,43508
31/08/2020,England,E92000001,1149,290138,62,43453
30/08/2020,England,E92000001,1487,288989,35,43391
29/08/2020,England,E92000001,891,287502,43,43356
28/08/2020,England,E92000001,1106,286611,48,43313
27/08/2020,England,E92000001,1350,285505,45,43265
26/08/2020,England,E92000001,875,284155,56,43220
25/08/2020,England,E92000001,1065,283280,58,43164
24/08/2020,England,E92000001,758,282215,42,43106
23/08/2020,England,E92000001,938,281457,52,43064
22/08/2020,England,E92000001,1060,280519,43,43012
21/08/2020,England,E92000001,908,279459,39,42969
20/08/2020,England,E92000001,1035,278551,56,42930
19/08/2020,England,E92000001,707,277516,52,42874
18/08/2020,England,E92000001,975,276809,46,42822
17/08/2020,England,E92000001,634,275834,53,42776
16/08/2020,England,E92000001,952,275200,47,42723
15/08/2020,England,E92000001,934,274248,75,42676
14/08/2020,England,E92000001,1284,273314,52,42601
13/08/2020,England,E92000001,1059,272030,65,42549
12/08/2020,England,E92000001,925,270971,70,42484
11/08/2020,England,E92000001,1035,270046,74,42414
10/08/2020,England,E92000001,699,269011,62,42340
09/08/2020,England,E92000001,988,268312,60,42278
08/08/2020,England,E92000001,679,267324,60,42218
07/08/2020,England,E92000001,796,266645,60,42158
06/08/2020,England,E92000001,826,265849,56,42098
05/08/2020,England,E92000001,804,265023,40,42042
04/08/2020,England,E92000001,617,264219,48,42002
03/08/2020,England,E92000001,856,263602,50,41954
02/08/2020,England,E92000001,676,262746,53,41904
01/08/2020,England,E92000001,722,262070,50,41851
31/07/2020,England,E92000001,814,261348,69,41801
30/07/2020,England,E92000001,812,260534,45,41732
29/07/2020,England,E92000001,700,259722,58,41687
28/07/2020,England,E92000001,547,259022,50,41629
27/07/2020,England,E92000001,616,258475,51,41579
26/07/2020,England,E92000001,721,257859,75,41528
25/07/2020,England,E92000001,710,257138,56,41453
24/07/2020,England,E92000001,688,256428,43,41397
23/07/2020,England,E92000001,702,255740,58,41354
22/07/2020,England,E92000001,519,255038,81,41296
21/07/2020,England,E92000001,399,254519,62,41215
20/07/2020,England,E92000001,535,254120,67,41153
19/07/2020,England,E92000001,672,253585,63,41086
18/07/2020,England,E92000001,796,252913,61,41023
17/07/2020,England,E92000001,635,252117,73,40962
16/07/2020,England,E92000001,597,251482,53,40889
15/07/2020,England,E92000001,506,250885,73,40836
14/07/2020,England,E92000001,372,250379,81,40763
13/07/2020,England,E92000001,497,250007,77,40682
12/07/2020,England,E92000001,615,249510,58,40605
11/07/2020,England,E92000001,806,248895,78,40547
10/07/2020,England,E92000001,480,248089,64,40469
09/07/2020,England,E92000001,617,247609,97,40405
08/07/2020,England,E92000001,606,246992,82,40308
07/07/2020,England,E92000001,572,246386,64,40226
06/07/2020,England,E92000001,331,245814,77,40162
05/07/2020,England,E92000001,492,245483,73,40085
04/07/2020,England,E92000001,579,244991,84,40012
03/07/2020,England,E92000001,502,244412,82,39928
02/07/2020,England,E92000001,523,243910,86,39846
01/07/2020,England,E92000001,177,160764,79,39760
30/06/2020,England,E92000001,196,160587,94,39681
29/06/2020,England,E92000001,99,160391,83,39587
28/06/2020,England,E92000001,142,160292,97,39504
27/06/2020,England,E92000001,192,160150,92,39407
26/06/2020,England,E92000001,175,159958,115,39315
25/06/2020,England,E92000001,261,159696,135,39200
24/06/2020,England,E92000001,107,159435,124,39065
23/06/2020,England,E92000001,210,159328,132,38941
22/06/2020,England,E92000001,178,159118,106,38809
21/06/2020,England,E92000001,215,158940,100,38703
20/06/2020,England,E92000001,324,158725,97,38603
19/06/2020,England,E92000001,323,158401,99,38506
18/06/2020,England,E92000001,281,158078,115,38407
17/06/2020,England,E92000001,252,157797,111,38292
16/06/2020,England,E92000001,252,157545,122,38181
15/06/2020,England,E92000001,219,157293,127,38059
14/06/2020,England,E92000001,292,157074,144,37932
13/06/2020,England,E92000001,372,156782,106,37788
12/06/2020,England,E92000001,392,156410,140,37682
11/06/2020,England,E92000001,304,156018,130,37542
10/06/2020,England,E92000001,63,155714,158,37412
09/06/2020,England,E92000001,651,155651,165,37254
08/06/2020,England,E92000001,92,155000,162,37089
07/06/2020,England,E92000001,228,154908,164,36927
06/06/2020,England,E92000001,422,154680,157,36763
05/06/2020,England,E92000001,451,154258,174,36606
04/06/2020,England,E92000001,431,153807,177,36432
03/06/2020,England,E92000001,462,153376,183,36255
02/06/2020,England,E92000001,444,152914,219,36072
01/06/2020,England,E92000001,294,152470,196,35853
31/05/2020,England,E92000001,320,152176,179,35657
30/05/2020,England,E92000001,715,151856,196,35478
29/05/2020,England,E92000001,560,151982,221,35282
28/05/2020,England,E92000001,519,151422,234,35061
27/05/2020,England,E92000001,609,150903,223,34827
26/05/2020,England,E92000001,492,150294,257,34604
25/05/2020,England,E92000001,494,149802,235,34347
24/05/2020,England,E92000001,584,149308,206,34112
23/05/2020,England,E92000001,979,148724,254,33906
22/05/2020,England,E92000001,1083,147745,247,33652
21/05/2020,England,E92000001,854,146662,257,33405
20/05/2020,England,E92000001,824,145808,291,33148
19/05/2020,England,E92000001,857,145376,272,32857
18/05/2020,England,E92000001,816,144519,315,32585
17/05/2020,England,E92000001,788,143703,278,32270
16/05/2020,England,E92000001,1136,142915,317,31992
15/05/2020,England,E92000001,1112,141779,317,31675
14/05/2020,England,E92000001,1189,140667,333,31358
13/05/2020,England,E92000001,1146,139478,312,31025
12/05/2020,England,E92000001,1067,138332,323,30713
11/05/2020,England,E92000001,891,137265,315,30390
10/05/2020,England,E92000001,1007,136374,352,30075
09/05/2020,England,E92000001,1349,135367,375,29723
08/05/2020,England,E92000001,1694,134018,378,29348
07/05/2020,England,E92000001,2133,132324,444,28970
06/05/2020,England,E92000001,1611,130191,436,28526
05/05/2020,England,E92000001,1842,128580,435,28090
04/05/2020,England,E92000001,1485,126738,450,27655
03/05/2020,England,E92000001,2019,125253,423,27205
02/05/2020,England,E92000001,2228,123234,458,26782
01/05/2020,England,E92000001,2501,121006,509,26324
30/04/2020,England,E92000001,2484,118343,510,25815
29/04/2020,England,E92000001,1403,115859,521,25305
28/04/2020,England,E92000001,1989,114456,531,24784
27/04/2020,England,E92000001,2264,112467,525,24253
26/04/2020,England,E92000001,2152,110203,578,23728
25/04/2020,England,E92000001,2826,108051,574,23150
24/04/2020,England,E92000001,3004,105225,627,22576
23/04/2020,England,E92000001,3084,102221,610,21949
22/04/2020,England,E92000001,3020,99137,653,21339
21/04/2020,England,E92000001,3087,96117,655,20686
20/04/2020,England,E92000001,2401,93030,696,20031
19/04/2020,England,E92000001,3607,90629,691,19335
18/04/2020,England,E92000001,3548,87022,717,18644
17/04/2020,England,E92000001,3985,83474,747,17927
16/04/2020,England,E92000001,3118,79489,756,17180
15/04/2020,England,E92000001,3188,76371,785,16424
14/04/2020,England,E92000001,3854,73183,774,15639
13/04/2020,England,E92000001,2999,69329,804,14865
12/04/2020,England,E92000001,3672,66330,859,14061
11/04/2020,England,E92000001,3841,62658,863,13202
10/04/2020,England,E92000001,4263,58817,851,12339
09/04/2020,England,E92000001,3798,54554,875,11488
08/04/2020,England,E92000001,4788,50756,974,10613
07/04/2020,England,E92000001,2978,45968,915,9639
06/04/2020,England,E92000001,3176,42990,805,8724
05/04/2020,England,E92000001,5107,39814,830,7919
04/04/2020,England,E92000001,2910,34707,838,7089
03/04/2020,England,E92000001,3576,31797,743,6251
02/04/2020,England,E92000001,3583,28221,732,5508
01/04/2020,England,E92000001,3630,24638,699,4776
31/03/2020,England,E92000001,2414,21008,602,4077
30/03/2020,England,E92000001,2107,18594,541,3475
29/03/2020,England,E92000001,2060,16487,466,2934
28/03/2020,England,E92000001,2139,14427,384,2468
27/03/2020,England,E92000001,2506,12288,374,2084
26/03/2020,England,E92000001,1809,9782,336,1710
25/03/2020,England,E92000001,1130,7973,278,1374
24/03/2020,England,E92000001,1258,6843,219,1096
23/03/2020,England,E92000001,793,5585,173,877
22/03/2020,England,E92000001,535,4792,154,704
21/03/2020,England,E92000001,873,4257,117,550
20/03/2020,England,E92000001,628,3384,102,433
19/03/2020,England,E92000001,574,2756,67,331
18/03/2020,England,E92000001,625,2182,67,264
17/03/2020,England,E92000001,361,1557,50,197
16/03/2020,England,E92000001,97,1196,42,147
15/03/2020,England,E92000001,253,1099,32,105
14/03/2020,England,E92000001,201,846,20,73
13/03/2020,England,E92000001,159,645,16,53
12/03/2020,England,E92000001,99,486,12,37
11/03/2020,England,E92000001,63,387,8,25
10/03/2020,England,E92000001,46,324,3,17
09/03/2020,England,E92000001,40,282,5,14
08/03/2020,England,E92000001,58,241,3,9
07/03/2020,England,E92000001,39,183,0,6
06/03/2020,England,E92000001,39,144,0,6
05/03/2020,England,E92000001,25,105,3,6
04/03/2020,England,E92000001,32,80,0,3
03/03/2020,England,E92000001,11,48,2,3
02/03/2020,England,E92000001,4,37,1,1
01/03/2020,England,E92000001,12,33,,
29/02/2020,England,E92000001,3,21,,
28/02/2020,England,E92000001,5,18,,
27/02/2020,England,E92000001,0,13,,
26/02/2020,England,E92000001,0,13,,
25/02/2020,England,E92000001,0,13,,
24/02/2020,England,E92000001,4,13,,
23/02/2020,England,E92000001,0,9,,
22/02/2020,England,E92000001,0,9,,
21/02/2020,England,E92000001,0,9,,
20/02/2020,England,E92000001,0,9,,
19/02/2020,England,E92000001,0,9,,
18/02/2020,England,E92000001,0,9,,
17/02/2020,England,E92000001,0,9,,
16/02/2020,England,E92000001,0,9,,
15/02/2020,England,E92000001,0,9,,
14/02/2020,England,E92000001,0,9,,
13/02/2020,England,E92000001,1,9,,
12/02/2020,England,E92000001,0,8,,
11/02/2020,England,E92000001,0,8,,
10/02/2020,England,E92000001,4,8,,
09/02/2020,England,E92000001,1,4,,
08/02/2020,England,E92000001,0,3,,
07/02/2020,England,E92000001,0,3,,
06/02/2020,England,E92000001,1,3,,
05/02/2020,England,E92000001,0,2,,
04/02/2020,England,E92000001,0,2,,
03/02/2020,England,E92000001,0,2,,
02/02/2020,England,E92000001,0,2,,
01/02/2020,England,E92000001,0,2,,
31/01/2020,England,E92000001,2,2,,
30/01/2020,England,E92000001,0,,,
29/01/2020,England,E92000001,0,,,
28/01/2020,England,E92000001,0,,,
27/01/2020,England,E92000001,0,,,
26/01/2020,England,E92000001,0,,,
25/01/2020,England,E92000001,0,,,
24/01/2020,England,E92000001,0,,,
23/01/2020,England,E92000001,0,,,
22/01/2020,England,E92000001,0,,,
21/01/2020,England,E92000001,0,,,
20/01/2020,England,E92000001,0,,,
19/01/2020,England,E92000001,0,,,
18/01/2020,England,E92000001,0,,,
17/01/2020,England,E92000001,0,,,
16/01/2020,England,E92000001,0,,,
15/01/2020,England,E92000001,0,,,
14/01/2020,England,E92000001,0,,,
13/01/2020,England,E92000001,0,,,
12/01/2020,England,E92000001,0,,,
11/01/2020,England,E92000001,0,,,
10/01/2020,England,E92000001,0,,,
09/01/2020,England,E92000001,0,,,
08/01/2020,England,E92000001,0,,,
07/01/2020,England,E92000001,0,,,
06/01/2020,England,E92000001,0,,,
05/01/2020,England,E92000001,0,,,
04/01/2020,England,E92000001,0,,,
03/01/2020,England,E92000001,0,,,
26/03/2021,Northern Ireland,N92000002,181,116696,,
25/03/2021,Northern Ireland,N92000002,183,116515,,
24/03/2021,Northern Ireland,N92000002,139,116332,,
23/03/2021,Northern Ireland,N92000002,174,116193,,
22/03/2021,Northern Ireland,N92000002,87,116019,,
21/03/2021,Northern Ireland,N92000002,125,115932,,
20/03/2021,Northern Ireland,N92000002,159,115807,,
19/03/2021,Northern Ireland,N92000002,137,115648,,
18/03/2021,Northern Ireland,N92000002,169,115511,,
17/03/2021,Northern Ireland,N92000002,161,115342,,
16/03/2021,Northern Ireland,N92000002,164,115181,,
15/03/2021,Northern Ireland,N92000002,121,115017,,
14/03/2021,Northern Ireland,N92000002,143,114896,,
13/03/2021,Northern Ireland,N92000002,146,114753,,
12/03/2021,Northern Ireland,N92000002,208,114607,,
11/03/2021,Northern Ireland,N92000002,223,114399,,
10/03/2021,Northern Ireland,N92000002,147,114176,,
09/03/2021,Northern Ireland,N92000002,240,114029,,
08/03/2021,Northern Ireland,N92000002,144,113789,,
07/03/2021,Northern Ireland,N92000002,138,113645,,
06/03/2021,Northern Ireland,N92000002,172,113507,,
05/03/2021,Northern Ireland,N92000002,166,113335,,
04/03/2021,Northern Ireland,N92000002,163,113169,,
03/03/2021,Northern Ireland,N92000002,226,113006,,
02/03/2021,Northern Ireland,N92000002,149,112780,,
01/03/2021,Northern Ireland,N92000002,138,112631,,
28/02/2021,Northern Ireland,N92000002,136,112493,,
27/02/2021,Northern Ireland,N92000002,184,112357,,
26/02/2021,Northern Ireland,N92000002,241,112173,,
25/02/2021,Northern Ireland,N92000002,281,111932,,
24/02/2021,Northern Ireland,N92000002,260,111651,,
23/02/2021,Northern Ireland,N92000002,225,111391,,
22/02/2021,Northern Ireland,N92000002,187,111166,,
21/02/2021,Northern Ireland,N92000002,263,110979,,
20/02/2021,Northern Ireland,N92000002,276,110716,,
19/02/2021,Northern Ireland,N92000002,313,110440,,
18/02/2021,Northern Ireland,N92000002,342,110127,,
17/02/2021,Northern Ireland,N92000002,297,109785,,
16/02/2021,Northern Ireland,N92000002,341,109488,,
15/02/2021,Northern Ireland,N92000002,234,109147,,
14/02/2021,Northern Ireland,N92000002,176,108913,,
13/02/2021,Northern Ireland,N92000002,303,108737,,
12/02/2021,Northern Ireland,N92000002,407,108434,,
11/02/2021,Northern Ireland,N92000002,253,108027,,
10/02/2021,Northern Ireland,N92000002,336,107774,,
09/02/2021,Northern Ireland,N92000002,275,107438,,
08/02/2021,Northern Ireland,N92000002,296,107163,,
07/02/2021,Northern Ireland,N92000002,334,106867,,
06/02/2021,Northern Ireland,N92000002,390,106533,,
05/02/2021,Northern Ireland,N92000002,506,106143,,
04/02/2021,Northern Ireland,N92000002,412,105637,,
03/02/2021,Northern Ireland,N92000002,504,105225,,
02/02/2021,Northern Ireland,N92000002,447,104721,,
01/02/2021,Northern Ireland,N92000002,314,104274,,
31/01/2021,Northern Ireland,N92000002,426,103960,,
30/01/2021,Northern Ireland,N92000002,455,103534,,
29/01/2021,Northern Ireland,N92000002,669,103079,,
28/01/2021,Northern Ireland,N92000002,592,102410,,
27/01/2021,Northern Ireland,N92000002,527,101818,,
26/01/2021,Northern Ireland,N92000002,550,101291,,
25/01/2021,Northern Ireland,N92000002,422,100741,,
24/01/2021,Northern Ireland,N92000002,433,100319,,
23/01/2021,Northern Ireland,N92000002,670,99886,,
22/01/2021,Northern Ireland,N92000002,865,99216,,
21/01/2021,Northern Ireland,N92000002,732,98351,,
20/01/2021,Northern Ireland,N92000002,905,97619,,
19/01/2021,Northern Ireland,N92000002,713,96714,,
18/01/2021,Northern Ireland,N92000002,640,96001,,
17/01/2021,Northern Ireland,N92000002,822,95361,,
16/01/2021,Northern Ireland,N92000002,705,94539,,
15/01/2021,Northern Ireland,N92000002,1052,93834,,
14/01/2021,Northern Ireland,N92000002,973,92782,,
13/01/2021,Northern Ireland,N92000002,1145,91809,,
12/01/2021,Northern Ireland,N92000002,1205,90664,,
11/01/2021,Northern Ireland,N92000002,759,89459,,
10/01/2021,Northern Ireland,N92000002,1112,88700,,
09/01/2021,Northern Ireland,N92000002,1442,87588,,
08/01/2021,Northern Ireland,N92000002,1500,86146,,
07/01/2021,Northern Ireland,N92000002,1410,84646,,
06/01/2021,Northern Ireland,N92000002,1985,83236,,
05/01/2021,Northern Ireland,N92000002,1378,81251,,
04/01/2021,Northern Ireland,N92000002,1801,79873,,
03/01/2021,Northern Ireland,N92000002,1662,78072,,
02/01/2021,Northern Ireland,N92000002,3576,76410,,
01/01/2021,Northern Ireland,N92000002,0,72834,,
31/12/2020,Northern Ireland,N92000002,1929,72834,,
30/12/2020,Northern Ireland,N92000002,2143,70905,,
29/12/2020,Northern Ireland,N92000002,1566,68762,,
28/12/2020,Northern Ireland,N92000002,1634,67196,,
27/12/2020,Northern Ireland,N92000002,0,65562,,
26/12/2020,Northern Ireland,N92000002,998,65562,,
25/12/2020,Northern Ireland,N92000002,0,64564,,
24/12/2020,Northern Ireland,N92000002,841,64564,,
23/12/2020,Northern Ireland,N92000002,787,63723,,
22/12/2020,Northern Ireland,N92000002,439,62936,,
21/12/2020,Northern Ireland,N92000002,555,62497,,
20/12/2020,Northern Ireland,N92000002,505,61942,,
19/12/2020,Northern Ireland,N92000002,640,61437,,
18/12/2020,Northern Ireland,N92000002,510,60797,,
17/12/2020,Northern Ireland,N92000002,656,60287,,
16/12/2020,Northern Ireland,N92000002,510,59631,,
15/12/2020,Northern Ireland,N92000002,486,59121,,
14/12/2020,Northern Ireland,N92000002,419,58635,,
13/12/2020,Northern Ireland,N92000002,483,58216,,
12/12/2020,Northern Ireland,N92000002,476,57733,,
11/12/2020,Northern Ireland,N92000002,538,57257,,
10/12/2020,Northern Ireland,N92000002,441,56719,,
09/12/2020,Northern Ireland,N92000002,483,56278,,
08/12/2020,Northern Ireland,N92000002,351,55795,,
07/12/2020,Northern Ireland,N92000002,397,55444,,
06/12/2020,Northern Ireland,N92000002,419,55047,,
05/12/2020,Northern Ireland,N92000002,451,54628,,
